IDATE,LAT,LON,ELEVATION_m,ACRES,PPT_mm,TMIN_c,TMEAN_c,TMAX_c,TDMEAN_c,VPDMIN_hpa,VPDMAX_hpa,lfmc_mean,lfmc_stdv,Mean_Sea_Level_Pressure,Mean_Station_Pressure,Mean_Wind_Speed,Maximum_Sustained_Wind_Speed,NAMELSAD,population
2013-07-04 00:00:00,33.7861,-116.8912,694,0.5,0,19.9,29.2,38.5,9,10.84,53.54,13.0325,13.3134775,1006,986.3,6.7,14,Riverside County,1569533
2013-07-04 00:00:00,36.6773,-118.6063,2974,0.1,0,10.9,17.6,24.3,2.7,4.2,24.55,142.98,14.395211,1006.2,940.1,7.2,15.3,Tulare County,298055
2013-07-04 00:00:00,37.0986,-119.1614,1968,0.1,0,12.8,21.6,30.5,8.1,3.14,30.47,124.5,19.94159,1006.7,946.3,6.7,15.2,Fresno County,652943
2013-07-04 00:00:00,37.1275,-118.4242,2585,0.1,0,12.9,19.7,26.4,3.7,6.03,26.03,123.14,28.822437,1007,893.9,7.6,16.3,Inyo County,14646
2013-07-04 00:00:00,37.4272,-118.9942,2657,0.1,0,10.6,18.2,25.7,3.8,3.35,24.34,133.8375,18.664427,1007.3,919.9,7.1,15.7,Fresno County,652943
2013-07-04 00:00:00,37.5,-118.6672,2831,0.25,0,12.5,19.3,26.1,3.2,5.55,27.11,130.565,27.989262,1007.6,895.6,7.5,16.3,Mono County,11223
2013-07-04 00:00:00,37.8025,-119.0189,2450,0.5,0.45,9.5,19.6,29.7,4,3.27,34.28,140.245,18.812521,1007.9,909.7,7.2,16.1,Mono County,11223
2013-07-04 00:00:00,38.8314,-119.8525,2267,0.1,0,11.4,19.6,27.9,7.6,4.38,27.88,155.2575,19.200064,1010.3,837,6.7,15.7,Alpine County,919
2013-07-04 00:00:00,39.4692,-122.7756,1271,10.3,1.07,23,30.2,37.5,11.1,12.79,49.34,105.5625,15.588933,1007.6,968.7,6.6,14.1,Lake County,50993
2013-07-04 00:00:00,39.6256,-122.9722,1762,0.1,1.06,18.7,25.8,32.9,8.9,7.35,33.93,142.21,16.635801,1008.2,981.8,6.6,14.1,Mendocino County,68380
2013-07-04 00:00:00,39.9806,-122.7078,1355,0.1,0.5,23.3,29.6,36,8.5,16.56,47.54,104.7375,16.319723,1008,980.3,6.9,14.7,Tehama County,47303
2013-07-04 00:00:00,40.0383,-121.8247,497,2.9,0,26.4,33.8,41.3,14.2,17.4,62.22,71.12,19.480326,1007.5,1012.4,7.2,15.6,Tehama County,47303
2013-07-04 00:00:00,40.3772,-121.5228,1793,0.1,1.28,17.1,25.1,33.1,7.9,10.89,40.31,117.21,18.421059,1008.4,941.1,7.5,16.2,Tehama County,47303
2013-07-04 00:00:00,40.6831,-122.9617,605,2,0.73,20,29.5,39,14.4,5.99,54.32,118.5175,17.166084,1010.5,972,7.1,15.1,Trinity County,11266
2013-07-04 00:00:00,40.7172,-122.9533,800,1,0.44,20,28.8,37.7,14.6,4.98,49.09,127.09,17.924295,1010.6,971.9,7.1,15.2,Trinity County,11266
2013-07-04 00:00:00,40.7917,-122.8647,860,0.29,0.51,19.4,28.3,37.2,15,4.01,46.33,111.8725,17.419285,1010.6,970.6,7.2,15.4,Trinity County,11266
2013-07-04 00:00:00,40.8344,-121.4008,1345,0.3,0.19,20.3,27.8,35.4,11,11.94,44.46,118.0075,15.302997,1009.4,923.6,7.9,16.8,Shasta County,137571
2013-07-04 00:00:00,40.8806,-121.3939,1285,0.1,0.11,20.1,27.9,35.7,11.1,11.09,45.56,104.5925,22.127136,1009.5,922.8,8,16.9,Shasta County,137571
2013-07-04 00:00:00,41.0236,-123.6456,504,1,0,20,28.8,37.5,15.7,5.27,48.07,111.995,21.727884,1013.3,989.7,6.8,14.9,Humboldt County,107562
2013-07-04 00:00:00,41.0392,-123.6725,227,0.1,0,19.3,28.7,38,16.2,3.05,47.18,109.815,23.396683,1013.5,990.7,6.8,14.9,Humboldt County,107562
2013-07-04 00:00:00,41.0428,-123.6706,227,0.1,0,19.3,28.7,38,16.2,3.05,47.18,109.815,23.396683,1013.5,990.6,6.8,14.9,Humboldt County,107562
2013-07-04 00:00:00,41.0881,-123.7039,216,0.2,0,19.1,28.2,37.4,16.9,1.71,45.16,116.155,21.031952,1013.6,991.8,6.8,14.9,Humboldt County,107562
2013-07-04 00:00:00,41.2411,-121.0347,1544,502,0.07,17.4,25.3,33.2,9.7,8.51,36.68,106.7725,17.282492,1010.3,899.7,8.4,17.6,Modoc County,7562
2013-07-04 00:00:00,41.2792,-122.7886,1228,0.1,0,16.4,25.8,35.3,11.8,4.85,41.11,125.0825,32.213753,1012.1,954.6,7.5,15.9,Siskiyou County,35575
2013-07-04 00:00:00,41.3008,-123.5369,290,0.1,0,19.4,30.2,40.9,15.8,4.08,55.27,43.3975,14.888124,1013.6,982.2,7.1,15.2,Humboldt County,107562
2013-07-04 00:00:00,41.3017,-123.5369,290,0.1,0,19.4,30.2,40.9,15.8,4.08,55.27,43.3975,14.888124,1013.6,982.1,7.1,15.2,Humboldt County,107562
2013-07-04 00:00:00,41.8589,-120.7503,1555,0.1,0,16,24.1,32.2,10.5,4.54,35.49,112.2075,17.269749,1011.1,875.9,9.1,18.5,Modoc County,7562
2013-07-04 00:00:00,41.8872,-120.5411,1578,0.1,0.66,16.1,24.1,32.2,10.7,4.32,35.82,120.7625,17.136244,1010.9,871.1,9.3,18.7,Modoc County,7562
2013-07-05 00:00:00,33.345,-116.88,1528,0.1,0,17.2,24.6,32.1,4.1,14.67,38.23,136.7,18.941818,1007.4,983.5,5.8,11.5,San Diego County,2371145
2013-07-05 00:00:00,34.2836,-117.2139,1490,0.25,0,20.3,26.7,33.1,6.5,10.19,38,172.815,12.49385,1006.2,969.2,7.4,15.2,San Bernardino County,1440622
2013-07-05 00:00:00,34.3094,-118.3733,439,0.5,0,16.1,24.2,32.4,12.5,1.73,34.02,13.4175,11.978582,1008.1,984,6.6,13.1,Los Angeles County,7416397
2013-07-05 00:00:00,34.345,-118.3497,752,0.1,0,18.6,25.1,31.7,9.9,8.11,38.05,125.79,38.83947,1008,982.9,6.7,13.4,Los Angeles County,7416397
2013-07-05 00:00:00,37.2833,-119.4731,1796,0.1,0,18.7,25.7,32.7,11.8,6.3,35.74,163.905,43.9163,1004.8,939.4,7.3,13.4,Madera County,108016
2013-07-05 00:00:00,38.9083,-120.0675,2177,0.1,0,11.9,19.2,26.5,8.3,3.11,27.74,124.8375,21.436111,1005.2,915,8.1,16.3,El Dorado County,139883
2013-07-05 00:00:00,41.0236,-123.6467,227,0.1,0,13.7,23.9,34.1,10.1,2.8,39.93,111.995,21.727884,1009.4,920.1,10,20.1,Humboldt County,107562
2013-07-05 00:00:00,41.025,-123.6381,504,0.1,0,13.6,24.4,35.1,9.6,3.39,42.98,119.7175,21.086771,1009.4,919.9,10,20.1,Humboldt County,107562
2013-07-05 00:00:00,41.0258,-123.6392,504,0.1,0,13.6,24.4,35.1,9.6,3.39,42.98,119.7175,21.086771,1009.4,919.9,10,20.1,Humboldt County,107562
2013-07-05 00:00:00,41.0625,-123.6906,216,0.1,0,13.1,23.4,33.8,10.9,1.35,38.33,117.255,21.621529,1009.6,919.9,10,20.3,Humboldt County,107562
2013-07-05 00:00:00,41.0667,-123.6931,216,0.1,0,13.1,23.4,33.8,10.9,1.35,38.33,131.44,23.131037,1009.6,919.8,10,20.3,Humboldt County,107562
2013-07-05 00:00:00,41.0792,-123.6928,216,0.1,0,13.1,23.4,33.8,10.9,1.35,38.33,131.44,23.131037,1009.6,919.6,10,20.3,Humboldt County,107562
2013-07-05 00:00:00,41.0828,-123.6933,216,0.1,0,13.1,23.4,33.8,10.9,1.35,38.33,131.44,23.131037,1009.6,919.5,10,20.3,Humboldt County,107562
2013-07-05 00:00:00,41.0978,-123.6819,417,0.1,0,13.5,24.2,35,10.4,2.62,40.1,120.2425,20.027967,1009.6,919,10,20.4,Humboldt County,107562
2013-07-06 00:00:00,32.9667,-116.4573,873,7056,0,18.2,28.7,39.3,9.9,8,54.51,59.22,20.512463,1006.9,1004.7,6,10.9,San Diego County,2371145
2013-07-06 00:00:00,33.6375,-117.3542,834,0.1,0,18,25.4,32.8,11.9,4.24,34.62,55.535,13.169255,1007.7,996.2,5.1,11.5,Riverside County,1569533
2013-07-06 00:00:00,34.2486,-117.5139,1075,0.1,0,16.2,24.4,32.5,8.1,5.78,38.38,137.9525,20.4075,1006.9,966.2,5.9,14.1,San Bernardino County,1440622
2013-07-06 00:00:00,34.2944,-118.2403,815,0.1,0,18.3,24,29.8,8.9,8.94,31.99,50.4825,12.897866,1007.9,962.9,6.7,13.6,Los Angeles County,7416397
2013-07-06 00:00:00,37.6647,-118.9097,2334,0.1,0,10.6,18.5,26.3,3.3,3.33,25.96,138.2575,21.244528,1004.7,908.5,7,15.4,Mono County,11223
2013-07-07 00:00:00,34.3147,-118.3828,817,0.1,0,19.2,24.5,29.7,10.3,7.49,29.89,11.345,9.92595,1008.3,984.3,5.2,11.3,Los Angeles County,7416397
2013-07-07 00:00:00,38.4258,-119.7675,2278,0.75,0,11.1,17.7,24.3,-3.3,9.33,27.53,125.855,30.942898,1007.4,921.9,5.7,13.1,Alpine County,919
2013-07-07 00:00:00,39.3522,-120.4322,2043,0.1,0,11.2,17.6,24,-0.6,7.79,22.91,133.6575,14.906692,1008.1,912.5,5.4,13.3,Nevada County,79658
2013-07-07 00:00:00,40.4089,-123.2436,1037,0.1,0,15.5,24.4,33.4,10.9,3.97,36.37,105.595,23.129753,1008.9,929,5.8,13,Trinity County,11266
2013-07-07 00:00:00,41.0347,-123.6636,227,0.1,0,15.6,25.1,34.7,11.3,4.2,40.41,114.3425,23.736712,1009.8,922.2,5.7,13.1,Humboldt County,107562
2013-07-07 00:00:00,41.1147,-123.7147,436,0.1,0,15.9,25.2,34.5,11.6,4.81,37.21,116.5,21.097595,1009.9,921.4,5.7,13.1,Humboldt County,107562
2013-07-07 00:00:00,41.3014,-123.5439,290,0.95,0,15.9,26.7,37.5,10.4,5.66,49.7,39.455,13.734445,1009.6,915.4,5.8,13.3,Humboldt County,107562
2013-07-07 00:00:00,41.5422,-122.7744,1116,1,0,15.6,24.3,33.1,7.1,9.71,39.24,114.8725,23.75663,1008.7,900.5,5.8,13.6,Siskiyou County,35575
2013-07-08 00:00:00,38.7744,-120.2975,1817,572,0,14.9,21.2,27.5,3,9.32,29.47,131.3575,32.75694,1011.7,924.3,6.4,13.5,El Dorado County,139883
2013-07-08 00:00:00,41.0281,-123.6522,227,0.1,0,14.7,24.7,34.7,10.9,2.81,40.52,113.42,22.539734,1012.5,925.1,6.1,12.3,Humboldt County,107562
2013-07-08 00:00:00,41.0528,-123.6697,227,0.1,0,14.7,24.7,34.7,10.9,2.81,40.52,107.115,23.736876,1012.6,924.8,6.1,12.3,Humboldt County,107562
2013-07-08 00:00:00,41.0811,-123.6839,417,0.1,0,15.1,25.3,35.5,11.1,3.18,40.58,106.42,17.521904,1012.6,924.4,6.1,12.3,Humboldt County,107562
2013-07-08 00:00:00,41.0922,-123.6925,216,0.1,0,14.6,24.5,34.4,11.7,2.02,38.94,130.3375,17.911682,1012.6,924.3,6.1,12.3,Humboldt County,107562
2013-07-08 00:00:00,41.1158,-123.7144,436,0.2,0,15.5,24.9,34.3,11.3,3.92,35.86,108.245,20.418863,1012.6,924.2,6.1,12.3,Humboldt County,107562
2013-07-09 00:00:00,34.6039,-118.7111,902,10,0,19.8,28.4,36.9,-0.6,14.78,55.82,10.005,10.311982,1014.4,988,6,13.4,Los Angeles County,7416397
2013-07-09 00:00:00,37.2933,-119.1603,2768,0.1,0,9.7,15.2,20.7,-6.8,7.59,19.23,143.195,16.255276,1013.5,941.8,6,12.8,Fresno County,652943
2013-07-09 00:00:00,37.425,-119.5472,1784,0.1,0,12.4,21.1,29.8,-4.1,11.69,37.02,106.87,17.169918,1013.7,944.3,5.9,12.3,Madera County,108016
2013-07-09 00:00:00,38.7497,-120.3328,1518,0.25,0,14.2,22.2,30.1,1.3,7.96,36.73,106.2525,17.157812,1016.8,929,5.2,11.8,El Dorado County,139883
2013-07-09 00:00:00,39.1819,-120.5758,1620,0.1,0,16.9,22.1,27.3,1.8,12.43,28.6,104.7975,18.631807,1016.4,923.9,5,11.7,Placer County,263347
2013-07-09 00:00:00,41.0481,-123.6725,227,0.1,0,14.7,26.2,37.8,8.1,4.36,54.55,107.115,23.736876,1015.8,928.4,3.9,10.2,Humboldt County,107562
2013-07-10 00:00:00,37.8233,-119.9217,1332,0.1,0,15.8,23.6,31.5,-0.9,14.26,40.39,108.2,21.591793,1013.1,940.6,6.2,13.8,Tuolumne County,45683
2013-07-10 00:00:00,40.6475,-121.46,1420,0.2,0,10,20.2,30.4,-0.6,6.48,36.49,124.245,18.915892,1013.4,905.4,5.8,15.2,Shasta County,137571
2013-07-10 00:00:00,40.9428,-123.6442,293,0.1,0,14.8,25.9,37,6.2,5.88,56.36,108.3225,20.692516,1014.8,928.6,4.7,12.7,Humboldt County,107562
2013-07-10 00:00:00,41.7444,-122.9775,932,0.6,0,17.1,26.8,36.5,1.5,12.04,56.51,136.01,14.632512,1014.5,904,5.1,14.3,Siskiyou County,35575
2013-07-11 00:00:00,33.0292,-116.6347,1240,0.1,0.22,17.5,22.9,28.3,9.7,6.61,26.68,86.445,19.113934,1012.1,990.7,4.3,9.9,San Diego County,2371145
2013-07-11 00:00:00,33.7358,-117.2594,457,0.5,0,19.8,26.1,32.3,12.6,7.27,30.43,18.3025,16.203156,1012.2,985,3.7,10.2,Riverside County,1569533
2013-07-11 00:00:00,38.8403,-120.0278,2165,0.1,0,10.2,17,23.8,-1.2,5.84,27.69,123.4575,27.522081,1011.2,920.3,5.9,14.8,El Dorado County,139883
2013-07-11 00:00:00,39.8731,-122.2086,85,1,0,16.1,26.8,37.5,7.8,6.53,52.81,54.5325,15.659412,1011.7,928.9,6.6,14.1,Tehama County,47303
2013-07-11 00:00:00,41.085,-123.6972,216,0.1,0,14,24.8,35.5,8,3.94,52.08,114.54,21.734394,1013.4,924.7,6.4,13.2,Humboldt County,107562
2013-07-12 00:00:00,38.8261,-120.0239,2165,0.1,0,10.3,16.1,22,-1.9,7.23,22.82,117.7025,19.894867,1011.9,920.3,6.6,14,El Dorado County,139883
2013-07-12 00:00:00,41.0333,-123.6639,227,3,0,13.2,23.4,33.6,8,3.65,39.17,112.09,21.601017,1013.9,925.5,7.7,15.3,Humboldt County,107562
2013-07-13 00:00:00,37.4153,-119.5847,1570,0.1,0,12.3,20.5,28.8,0.5,8.34,32.86,106.255,17.11641,1011.2,943.5,5.4,12.5,Madera County,108016
2013-07-13 00:00:00,37.7197,-119.0275,2585,0.1,0,5.4,14.3,23.2,-1.4,2.49,23.91,124.4625,16.577662,1011,930.2,5.4,12.4,Mono County,11223
2013-07-13 00:00:00,40.7419,-122.1725,380,0.1,0,16,24.9,33.8,5.7,9.09,43.52,130.86,25.331213,1012.4,912.5,5,13.5,Shasta County,137571
2013-07-13 00:00:00,40.8508,-122.8503,797,0.1,0,10.8,20.8,30.8,3,5.29,36.32,120.98,27.259808,1013.3,919.3,5.5,13.6,Trinity County,11266
2013-07-13 00:00:00,41.0361,-123.6592,227,1,0,11.1,21,30.8,3.9,3.72,33.8,112.09,21.601017,1014.7,926.3,5.4,13.8,Humboldt County,107562
2013-07-13 00:00:00,41.0761,-123.6958,216,2,0,11.2,20.9,30.6,4.7,3.08,33.32,130.3375,17.911682,1014.8,926,5.4,13.8,Humboldt County,107562
2013-07-13 00:00:00,41.2189,-120.8336,1564,0.25,0,7.6,17,26.4,-4.1,6.81,28.58,108.585,19.964926,1012.5,885.6,5.5,13.3,Modoc County,7562
2013-07-14 00:00:00,39.2494,-120.0072,2079,0.1,0,6.4,15.3,24.3,-3,4.42,25.36,117.305,19.490227,1016.6,914,4.5,11.9,Placer County,263347
2013-07-14 00:00:00,40.8956,-123.5672,338,0.1,0,10.1,23.4,36.7,6.1,4.49,52.38,128.61,17.841703,1014.8,929.2,5.4,12.5,Trinity County,11266
2013-07-15 00:00:00,33.7094,-116.7267,1514,27505,0,17.7,25.8,33.8,5.4,12.38,41.85,116.5225,13.606662,1007.3,975.3,6.9,14.6,Riverside County,1569533
2013-07-15 00:00:00,34.3292,-117.5139,1101,0.5,0,17.4,27.7,38,6.7,9.22,59.02,11.57,12.601413,1008.9,973.9,6.5,14.4,San Bernardino County,1440622
2013-07-15 00:00:00,37.3778,-119.3806,1380,1.6,0,14.8,23.2,31.6,-0.5,10.89,40.59,117.1875,18.68097,1009.2,938.9,6.6,14.5,Madera County,108016
2013-07-15 00:00:00,39.6686,-120.6664,2067,0.1,0,12.9,18.6,24.2,-1.1,10,23.38,119.7425,20.174091,1011,911,5.9,14.7,Sierra County,2688
2013-07-16 00:00:00,40.7958,-122.7689,862,0.1,0,13,22.9,32.8,3.9,6.42,41.44,116.5875,17.469076,1010.1,917.1,7.9,15.8,Trinity County,11266
2013-07-17 00:00:00,36.2431,-121.5664,850,213,0,13,19.6,26.3,4.3,5.26,25.22,101.0875,18.73066,1018,996.1,5.9,13.8,Monterey County,304044
2013-07-17 00:00:00,37.1647,-119.2025,2271,0.15,0,8.7,15.5,22.2,-1.6,4.36,19.2,122.8675,17.797379,1013.6,945.4,6.2,14,Fresno County,652943
2013-07-17 00:00:00,38.88,-120.4292,1504,0.1,0,11.1,18.7,26.2,3,4.71,26.71,127.01,19.751732,1017.6,928.4,4.8,13.5,El Dorado County,139883
2013-07-17 00:00:00,41.0611,-123.6814,227,2,0,12,21.9,31.8,7.5,2.42,34.81,105.705,18.651165,1018.5,930,5.7,13.7,Humboldt County,107562
2013-07-17 00:00:00,41.8636,-122.7125,815,0.1,0,13.3,22.7,32,-0.4,9.98,41.64,103.3075,21.51206,1017.4,900.8,4.9,14.4,Siskiyou County,35575
2013-07-18 00:00:00,37.9003,-119.4009,2589,0.1,0,5.2,14.4,23.7,-6.2,5.02,24.7,132.055,27.949427,1015.7,933.5,4.6,10.8,Tuolumne County,45683
2013-07-18 00:00:00,40.6667,-121.4333,1353,0.1,0,6.5,18,29.5,-2.8,4.71,36.58,115.9075,21.115911,1014.7,907.2,4.1,10.6,Shasta County,137571
2013-07-18 00:00:00,41.0611,-123.6825,227,3,0,12.2,22.4,32.6,8,2.39,37.15,105.705,18.651165,1019.5,930.4,4.8,12.3,Humboldt County,107562
2013-07-18 00:00:00,41.3833,-123.4828,361,4.3,0,11.2,24.2,37.2,6.9,2.07,54.93,143.8275,44.071503,1019.1,921.3,4.6,11.7,Siskiyou County,35575
2013-07-18 00:00:00,41.5722,-120.9567,1553,0.1,0,8.8,19.4,29.9,-4.3,7.28,38.61,107.655,17.46545,1015.7,882.9,3.5,9.7,Modoc County,7562
2013-07-19 00:00:00,37.7937,-119.4646,2750,0.4,0,8.8,16.2,23.7,-0.6,7.34,21.72,142.1825,17.38318,1012.3,933.9,5.6,12.2,Mariposa County,15009
2013-07-19 00:00:00,40.1778,-120.9986,1353,0.37,0,12.1,22.9,33.7,-0.5,8.84,47.21,104.7525,16.326267,1011.3,908,5.2,11.5,Plumas County,16406
2013-07-19 00:00:00,40.6914,-122.7619,994,1,0,14.1,24.4,34.7,2.1,9.33,47.25,126.3,18.34331,1012.5,921.7,4.8,11.5,Trinity County,11266
2013-07-20 00:00:00,34.1278,-116.9717,2127,1,0,16.5,22.9,29.4,0.9,11.64,33.81,270.6975,33.32563,1008.6,970.9,5.5,13.2,San Bernardino County,1440622
2013-07-20 00:00:00,34.2344,-116.8539,2125,0.1,0,11.2,19.4,27.6,1.2,7.67,28.61,246.345,30.763704,1008.2,967.3,6.1,14.3,San Bernardino County,1440622
2013-07-20 00:00:00,34.2958,-117.475,973,0.1,0,17.3,26.8,36.3,3.2,9.5,53.98,36.6075,20.876368,1008.9,974.3,5.7,16,San Bernardino County,1440622
2013-07-20 00:00:00,35.1519,-115.1585,1238,0.1,3.48,22.7,29.4,36,9.1,10.95,48.26,81.0125,39.4604,1005.3,926.9,7.1,19.4,San Bernardino County,1440622
2013-07-20 00:00:00,36.4697,-118.1744,3060,0.25,0,8.8,16.5,24.2,-6,9.4,27.14,43.36,18.655827,1006.9,940.7,6,15.6,Inyo County,14646
2013-07-20 00:00:00,37.0553,-118.9792,2492,0.1,0,8.4,17.6,26.7,-1.3,7.13,27.79,128.8725,19.036505,1007.4,939.8,5.5,14.6,Fresno County,652943
2013-07-20 00:00:00,38.3303,-120.2164,1515,0.01,0,14.6,24.1,33.7,4.3,9.69,43.32,103.73,16.970419,1008.6,931,5.5,9,Calaveras County,36635
2013-07-20 00:00:00,38.7125,-119.8339,2023,0.1,0,11.8,21.9,32,-0.4,10.02,43.01,120.0025,19.292906,1008.9,918.4,5.1,10.2,Alpine County,919
2013-07-20 00:00:00,38.7336,-119.8444,2070,0.25,0,12.1,21.8,31.5,-0.4,10.64,41.81,117.955,17.98295,1008.9,918.2,5.1,10.1,Alpine County,919
2013-07-20 00:00:00,39.1511,-120.7744,903,0.25,0,18.2,26.4,34.7,7,12.05,45.85,113.1675,18.623055,1009,922.2,3.9,7.2,Placer County,263347
2013-07-20 00:00:00,40.8083,-123.0547,913,0.2,0,15.4,26.4,37.5,7,6.51,54.36,88.87,16.949753,1010.9,919.6,5.1,21,Trinity County,11266
2013-07-20 00:00:00,41.0244,-123.655,227,0.2,0,14.8,25.9,37,10.6,2.91,47.2,111.62,20.171505,1012.4,923.3,5.4,30.6,Humboldt County,107562
2013-07-20 00:00:00,41.0544,-123.6878,478,0.3,0,15.2,26.6,38,10.3,4.15,51.95,106.2575,17.49767,1012.5,923.1,5.4,31,Humboldt County,107562
2013-07-21 00:00:00,34.0461,-116.8164,2119,0.1,7.04,17.3,21.3,25.2,11.8,2.5,13.9,297.8425,41.92963,1008.5,970.5,5.5,15.7,San Bernardino County,1440622
2013-07-21 00:00:00,34.0819,-116.9033,1937,0.1,5.62,15.6,21.2,26.8,11,1.93,20.22,278.0425,15.353499,1008.6,970.9,5.5,14.8,San Bernardino County,1440622
2013-07-21 00:00:00,34.1603,-116.7972,2195,0.1,7.06,11.4,18,24.5,9.5,0.02,17.88,71.5125,19.405117,1008.3,968,5.5,16.5,San Bernardino County,1440622
2013-07-21 00:00:00,34.2039,-116.8006,2609,0.1,10.02,11.7,17,22.4,8.1,0.45,14.55,94.335,28.925488,1008.3,967.1,5.5,16.7,San Bernardino County,1440622
2013-07-21 00:00:00,34.2497,-116.7497,2081,0.1,6.39,12.7,19.3,26,9.6,0.38,20.86,9.58,9.001005,1008.1,965.6,5.6,17.4,San Bernardino County,1440622
2013-07-21 00:00:00,34.2553,-116.9831,2212,0.25,11.97,14.1,20.2,26.2,9.2,1.4,21.49,246.365,32.46397,1008.4,968.5,5.5,15.1,San Bernardino County,1440622
2013-07-21 00:00:00,34.2844,-117.2997,1198,1.5,1.15,19.9,25.6,31.2,14.2,5.76,27.71,117.5325,16.685883,1008.7,972,5.5,12.7,San Bernardino County,1440622
2013-07-21 00:00:00,34.2939,-117.0106,2043,0.1,11.39,14.1,21,28,9.1,1.29,24.23,65.33,25.36138,1008.4,968.1,5.5,15.2,San Bernardino County,1440622
2013-07-21 00:00:00,34.3067,-118.3772,439,0.25,0,15.5,23,30.6,14.6,1.74,24.21,8.215,8.290071,1009.7,985.5,5.4,11.9,Los Angeles County,7416397
2013-07-21 00:00:00,37.0592,-119.0125,2492,0.3,0,11.6,19.4,27.3,0.2,6.63,27.64,132.15,18.865484,1006.3,939.4,5.9,12.5,Fresno County,652943
2013-07-21 00:00:00,37.2628,-118.9442,2383,0.1,0,9.5,18.8,28,-0.7,4.7,33.01,148.3875,14.295073,1006.5,934.5,5.9,13.7,Fresno County,652943
2013-07-21 00:00:00,37.6214,-119.2519,2687,0.1,0,12.9,20.7,28.4,0.3,8.74,32.41,110.9725,15.757696,1007,931.4,5.9,12.2,Madera County,108016
2013-07-21 00:00:00,41.0833,-123.6919,216,1,0,16.5,27.4,38.4,12.2,3.67,52.6,127.4075,17.164911,1010,920.4,6.2,25.7,Humboldt County,107562
2013-07-21 00:00:00,41.1022,-123.715,216,0.2,0,16.5,27.4,38.4,12.2,3.67,52.6,118.655,20.348967,1010,920.3,6.2,25.8,Humboldt County,107562
2013-07-21 00:00:00,42.0011,-123.1389,885,0.1,0,16.6,25.8,35.1,7.2,9.34,47.41,112.1675,18.650541,1009.8,895.2,6.4,15.4,Siskiyou County,35575
2013-07-22 00:00:00,34.3711,-117.7075,2083,0.1,3.48,13.5,18.4,23.4,10.8,1.36,16.26,127.065,16.518785,1012.1,978.4,5.7,16.6,Los Angeles County,7416397
2013-07-22 00:00:00,35.4567,-118.3728,2344,0.1,0,16.4,21.3,26.3,8.7,2.35,19.67,198.31,31.304766,1010.8,965.6,7.4,19,Kern County,585550
2013-07-22 00:00:00,36.826,-118.556,2461,0.3,5.38,12.5,19.9,27.3,3.8,4.01,27.9,136.3375,17.181992,1010.3,940.9,6.3,17.9,Fresno County,652943
2013-07-22 00:00:00,36.8536,-118.7997,2226,1,4.3,14.3,21.2,28,5.7,4.88,27.29,125.885,17.286621,1010.2,943.5,6.2,16.9,Fresno County,652943
2013-07-22 00:00:00,36.9403,-119.0733,1943,0.1,0,16.8,23.3,29.9,6.9,6.59,29.64,123.0575,19.427479,1010,945.3,6.2,15.6,Fresno County,652943
2013-07-22 00:00:00,36.9453,-119.1747,1224,0.1,0,21.4,28.1,34.7,7.8,14.31,43.69,108.495,23.032497,1010,946.6,6.2,15.1,Fresno County,652943
2013-07-22 00:00:00,37.2786,-119.3181,1189,22992,0,19.8,27.7,35.5,6.2,14.26,48.79,128.3925,37.13931,1010.2,941.8,6.5,15.4,Fresno County,652943
2013-07-22 00:00:00,37.3467,-119.3386,1147,0.25,0,20.2,28.1,36,5.8,14.63,51.07,115.34,20.201643,1010.3,940.8,6.6,15.5,Madera County,108016
2013-07-22 00:00:00,37.3542,-119.3706,1380,2,0,18.5,26.4,34.2,4.5,12.56,45.82,113.265,30.057266,1010.3,941,6.5,15.3,Madera County,108016
2013-07-22 00:00:00,37.4192,-119.2508,1610,0.1,0,16.5,24.5,32.4,4.1,10.43,41.43,135.1175,16.842995,1010.5,938.2,6.6,16.2,Madera County,108016
2013-07-22 00:00:00,37.4722,-119.5717,1926,0.1,0,15.5,22.6,29.7,5.2,10.06,31.51,124.8175,22.590826,1010.4,941.3,6.6,14.6,Madera County,108016
2013-07-22 00:00:00,37.7858,-119.1183,2491,0.1,0,11.7,20.8,29.9,2.1,5.28,35.84,122.3625,21.3384,1010.9,929.2,6.5,17,Mono County,11223
2013-07-22 00:00:00,37.8475,-119.0569,2320,0.25,0,12,21.8,31.7,2.9,5.82,39.37,33.8475,20.778992,1010.9,927.2,6.5,17.2,Mono County,11223
2013-07-22 00:00:00,38.0533,-122.8083,64,0.1,0,10.4,16.3,22.2,10.2,0.61,12.46,96.3225,21.287056,1012.2,971.9,6.4,13.2,Marin County,200195
2013-07-22 00:00:00,38.2333,-118.9,2658,4.24,0,15,22.5,30,-4.5,13.23,38.18,41.625,19.708206,1011,917.5,6.2,17,Mono County,11223
2013-07-22 00:00:00,38.6847,-120.0153,2741,0.1,0,11.2,18.2,25.3,2.2,6.33,29.86,134.2075,19.582829,1012.2,923.1,4.2,13.9,Alpine County,919
2013-07-22 00:00:00,38.7711,-119.9914,2310,0.1,0,12.8,21,29.2,3.4,6.87,38.23,112.405,24.141302,1012.3,921,4,13.9,El Dorado County,139883
2013-07-22 00:00:00,38.8567,-119.9539,2171,0.1,0,12,21.4,30.8,4.4,5.81,41.41,117.24,17.572746,1012.5,918.9,3.8,13.9,El Dorado County,139883
